"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"171929_x_at"	"8.60e-01"	"6.16e-01"	"0.68744"	"swsn-2.2"	"SWI/SNF nucleosome remodeling complex component"
"177534_at"	"8.60e-01"	"6.16e-01"	"0.68743"	"F57C7.4"	"hypothetical protein"
"190028_at"	"8.60e-01"	"6.16e-01"	"0.68741"	"nhr-225"	"Nuclear Hormone Receptor family"
"192230_at"	"8.60e-01"	"6.16e-01"	"0.68716"	"ZC101.1"	"hypothetical protein"
"172459_at"	"8.60e-01"	"6.16e-01"	"0.68703"	"C16E9.17"	"ncRNA"
"184091_at"	"8.60e-01"	"6.16e-01"	"0.687"	"grl-10"	"GRound-Like (grd related)"
"186172_at"	"8.60e-01"	"6.16e-01"	"0.68695"	"C10G11.1"	"hypothetical protein"
"179756_at"	"8.60e-01"	"6.16e-01"	"0.68652"	"bath-19"	"BTB and MATH domain containing"
"191257_at"	"8.60e-01"	"6.16e-01"	"0.68643"	"gcy-2"	"Receptor-type guanylate cyclase gcy-2"
"182262_at"	"8.60e-01"	"6.16e-01"	"0.68638"	"mvb-12"	"MVB (yeast MultiVesicular Body sorting factor) related"
"191235_at"	"8.60e-01"	"6.17e-01"	"0.68634"	"gcy-21"	"Receptor-type guanylate cyclase gcy-21"
"188749_s_at"	"8.60e-01"	"6.17e-01"	"0.68631"	"umps-1"	"Uridine MonoPhosphate Synthetase"
"173112_s_at"	"8.60e-01"	"6.17e-01"	"0.68629"	"rps-9"	"40S ribosomal protein S9"
"184938_at"	"8.60e-01"	"6.17e-01"	"0.68628"	"irld-22"	"Insulin/EGF-Receptor L Domain protein"
"191673_at"	"8.60e-01"	"6.17e-01"	"0.68626"	"srh-200"	"Serpentine Receptor, class H"
"172326_x_at"	"8.60e-01"	"6.17e-01"	"0.68622"	"T20D4.9"	"pseudo"
"194081_at"	"8.60e-01"	"6.17e-01"	"0.68621"	"duo-1"	"Deubiquitylating with USP/UBP and OTU domains"
"176063_at"	"8.60e-01"	"6.17e-01"	"0.68616"	"Y41D4B.24"	"hypothetical protein"
"176060_at"	"8.60e-01"	"6.17e-01"	"0.68614"	"Y50D4A.1"	"hypothetical protein"
"177074_at"	"8.60e-01"	"6.17e-01"	"0.68613"	""	""
"176494_at"	"8.60e-01"	"6.17e-01"	"0.686"	""	""
"177756_at"	"8.60e-01"	"6.17e-01"	"0.68588"	"T24D5.1"	"hypothetical protein"
"178901_at"	"8.60e-01"	"6.17e-01"	"0.68587"	"srxa-16"	"Serpentine Receptor, class XA"
"184180_at"	"8.60e-01"	"6.17e-01"	"0.68578"	"srx-109"	"pseudo"
"180667_at"	"8.60e-01"	"6.17e-01"	"0.68572"	"T09B4.4"	"hypothetical protein"
"187510_at"	"8.60e-01"	"6.17e-01"	"0.68572"	"tmbi-4"	"Transmembrane BAX inhibitor motif-containing protein 4"
"179649_s_at"	"8.60e-01"	"6.17e-01"	"0.68566"	"C13B4.1"	"hypothetical protein"
"182579_at"	"8.60e-01"	"6.17e-01"	"0.68565"	"fbxa-164"	"F-box A protein"
"175060_at"	"8.60e-01"	"6.17e-01"	"0.68564"	"F52F10.2"	"hypothetical protein"
"184187_at"	"8.60e-01"	"6.17e-01"	"0.68539"	"T09E11.8"	"hypothetical protein"
"175312_at"	"8.60e-01"	"6.17e-01"	"0.68537"	"cka-2"	"Choline kinase A2"
"180572_at"	"8.60e-01"	"6.17e-01"	"0.68537"	"clec-235"	"pseudo"
"191111_at"	"8.60e-01"	"6.17e-01"	"0.68533"	"R03D7.5"	"Putative serine/threonine-protein kinase R03D7.5"
"187508_at"	"8.60e-01"	"6.17e-01"	"0.68514"	"apc-2"	"Anaphase-promoting complex subunit 2"
"174225_s_at"	"8.60e-01"	"6.17e-01"	"0.68503"	"fbxc-29"	"F-box C protein"
"173460_s_at"	"8.60e-01"	"6.17e-01"	"0.68491"	"tam-1"	"Tandem Array expression Modifier"
"186674_at"	"8.60e-01"	"6.17e-01"	"0.68491"	"ZK637.2"	"hypothetical protein"
"186939_at"	"8.60e-01"	"6.17e-01"	"0.68481"	"arrd-20///arrd-18"	"pseudo///ARRestin Domain protein"
"186097_at"	"8.60e-01"	"6.18e-01"	"0.68469"	"srw-116"	"pseudo"
"181883_at"	"8.60e-01"	"6.18e-01"	"0.68466"	"clec-2"	"C-type LECtin"
"191401_at"	"8.60e-01"	"6.18e-01"	"0.68464"	"sri-40"	"Serpentine Receptor, class I"
"189823_s_at"	"8.60e-01"	"6.18e-01"	"0.68456"	"che-3"	"Cytoplasmic dynein 2 heavy chain 1"
"172935_x_at"	"8.60e-01"	"6.18e-01"	"0.6845"	"gsp-4"	"Serine/threonine-protein phosphatase"
"183909_at"	"8.60e-01"	"6.18e-01"	"0.68447"	"W08F4.3"	"hypothetical protein"
"184058_s_at"	"8.60e-01"	"6.18e-01"	"0.6844"	"morc-1"	"MORC (mouse microrchidia) family CW-type zinc finger protein"
"189346_at"	"8.60e-01"	"6.18e-01"	"0.68438"	"syx-2"	"Putative syntaxin-2"
"191688_at"	"8.60e-01"	"6.18e-01"	"0.68435"	"F15B9.8"	"hypothetical protein"
"177793_at"	"8.60e-01"	"6.18e-01"	"0.68429"	"C06C3.3"	"hypothetical protein"
"171726_x_at"	"8.60e-01"	"6.18e-01"	"0.68404"	"dpy-21"	"DumPY: shorter than wild-type"
"190671_at"	"8.60e-01"	"6.18e-01"	"0.684"	"gska-3"	"Glycogen Synthase Kinase Alpha subunit"
"181590_at"	"8.60e-01"	"6.18e-01"	"0.68396"	"K02A6.1"	"hypothetical protein"
"172019_x_at"	"8.60e-01"	"6.18e-01"	"0.68392"	"lin-9"	"Protein lin-9"
"187497_at"	"8.60e-01"	"6.18e-01"	"0.68361"	"slc-17.3"	"Uncharacterized transporter C02C2.4"
"174351_at"	"8.60e-01"	"6.18e-01"	"0.6836"	"grl-25"	"GRound-Like (grd related)"
"189413_at"	"8.60e-01"	"6.18e-01"	"0.68352"	"cyp-43A1"	"CYtochrome P450 family"
"190585_at"	"8.60e-01"	"6.18e-01"	"0.68344"	"ZK970.7"	"hypothetical protein"
"178391_at"	"8.60e-01"	"6.18e-01"	"0.68343"	"T21E8.5"	"hypothetical protein"
"181001_at"	"8.60e-01"	"6.18e-01"	"0.68322"	"ZK816.3"	"hypothetical protein"
"176568_at"	"8.60e-01"	"6.18e-01"	"0.68319"	"Y97E10AR.1"	"hypothetical protein"
"174319_at"	"8.60e-01"	"6.18e-01"	"0.68316"	"perm-5"	"PERMeable eggshell"
"186020_s_at"	"8.60e-01"	"6.18e-01"	"0.68312"	"cls-2"	"CLASP family of microtubule-binding proteins"
"184967_at"	"8.60e-01"	"6.18e-01"	"0.68309"	"srv-15"	"Serpentine Receptor, class V"
"173412_s_at"	"8.60e-01"	"6.19e-01"	"0.683"	"ttr-24"	"TransThyretin-Related family domain"
"175408_at"	"8.60e-01"	"6.19e-01"	"0.68294"	"hpr-9"	"Homolog of S. Pombe Rad"
"176983_at"	"8.60e-01"	"6.19e-01"	"0.68286"	"Y54G2A.73///Y54G2A.27"	"hypothetical protein///hypothetical protein"
"191397_at"	"8.60e-01"	"6.19e-01"	"0.68279"	"srh-244"	"Serpentine Receptor, class H"
"179957_at"	"8.60e-01"	"6.19e-01"	"0.68279"	""	""
"176368_at"	"8.60e-01"	"6.19e-01"	"0.68277"	"Y22D7AL.16"	"hypothetical protein"
"193184_at"	"8.60e-01"	"6.19e-01"	"0.68272"	"piga-1"	"PhosphatidylInositol-Glycan biosynthesis class A protein"
"184502_s_at"	"8.60e-01"	"6.19e-01"	"0.6826"	"lst-6"	"Lateral Signaling Target"
"174799_at"	"8.60e-01"	"6.19e-01"	"0.68246"	"skn-1"	"Protein skinhead-1"
"177937_s_at"	"8.60e-01"	"6.19e-01"	"0.68229"	"cids-2"	"pol II C-terminal Interaction Domain Suppressor"
"177491_at"	"8.60e-01"	"6.19e-01"	"0.68222"	"C06C3.7"	"hypothetical protein"
"184335_at"	"8.60e-01"	"6.19e-01"	"0.68218"	"dpy-1"	"DumPY: shorter than wild-type"
"193396_s_at"	"8.60e-01"	"6.19e-01"	"0.68208"	"R53.4"	"Putative ATP synthase subunit f, mitochondrial"
"177137_at"	"8.60e-01"	"6.19e-01"	"0.68184"	""	""
"182368_at"	"8.60e-01"	"6.19e-01"	"0.68168"	"C30G4.2"	"hypothetical protein"
"184517_at"	"8.60e-01"	"6.19e-01"	"0.68163"	"Y51H4A.21"	"hypothetical protein"
"175419_at"	"8.60e-01"	"6.19e-01"	"0.6815"	"ceh-39"	"Homeobox protein ceh-39"
"191400_at"	"8.60e-01"	"6.19e-01"	"0.68148"	"C17F4.8"	"hypothetical protein"
"178776_at"	"8.60e-01"	"6.19e-01"	"0.68146"	"ins-30"	"INSulin related"
"185142_at"	"8.61e-01"	"6.20e-01"	"0.68138"	"E02C12.8"	"hypothetical protein"
"191940_at"	"8.61e-01"	"6.20e-01"	"0.68104"	"aptf-3"	"AP-2 Transcription Factor family"
"192409_at"	"8.61e-01"	"6.20e-01"	"0.6809"	"lat-1"	"Latrophilin-like protein 1"
"173555_at"	"8.61e-01"	"6.20e-01"	"0.68062"	"cra-1"	"N-terminal acetyltransferase B complex subunit NAA25 homolog"
"187995_s_at"	"8.61e-01"	"6.20e-01"	"0.6806"	"wrm-1"	"Armadillo repeat-containing protein wrm-1"
"181371_at"	"8.61e-01"	"6.20e-01"	"0.68056"	"sre-21"	"Serpentine receptor class epsilon-21"
"187740_at"	"8.61e-01"	"6.20e-01"	"0.68016"	""	""
"185249_at"	"8.61e-01"	"6.20e-01"	"0.68014"	"F38E1.11"	"hypothetical protein"
"180739_at"	"8.61e-01"	"6.20e-01"	"0.68002"	"F31F4.1"	"hypothetical protein"
"174702_at"	"8.61e-01"	"6.20e-01"	"0.67991"	"atx-2"	"human ATX (ataxin) related"
"175438_at"	"8.61e-01"	"6.21e-01"	"0.67959"	"glb-11"	"GLoBin related"
"184604_at"	"8.62e-01"	"6.21e-01"	"0.67945"	"Y57A10C.9"	"hypothetical protein"
"193048_at"	"8.62e-01"	"6.21e-01"	"0.6794"	"rpn-12"	"26S proteasome non-ATPase regulatory subunit 8"
"175323_at"	"8.62e-01"	"6.21e-01"	"0.67936"	"gld-3"	"Defective in germ line development protein 3"
"182194_at"	"8.62e-01"	"6.21e-01"	"0.67884"	"str-214"	"Seven TM Receptor"
"190431_at"	"8.62e-01"	"6.21e-01"	"0.67881"	"pch-2"	"Putative pachytene checkpoint protein 2"
"191579_at"	"8.62e-01"	"6.21e-01"	"0.67844"	"nkb-2"	"Na+/K+ ATPase, Beta subunit"
"185379_at"	"8.62e-01"	"6.21e-01"	"0.67836"	"Y47H9C.14"	"pseudo"
"179082_s_at"	"8.62e-01"	"6.21e-01"	"0.67823"	"vps-39"	"related to yeast Vacuolar Protein Sorting factor"
"192627_at"	"8.62e-01"	"6.21e-01"	"0.67815"	"arrd-14"	"ARRestin Domain protein"
"175992_at"	"8.62e-01"	"6.21e-01"	"0.67815"	"R13A5.7"	"hypothetical protein"
"179986_at"	"8.62e-01"	"6.22e-01"	"0.67807"	"hpo-40"	"hypothetical protein"
"180772_at"	"8.62e-01"	"6.22e-01"	"0.678"	"fbxa-104"	"F-box A protein"
"192361_s_at"	"8.62e-01"	"6.22e-01"	"0.678"	"ndx-9"	"NADH pyrophosphatase"
"182568_at"	"8.62e-01"	"6.22e-01"	"0.67797"	"T25D1.1"	"hypothetical protein"
"178598_at"	"8.62e-01"	"6.22e-01"	"0.67797"	"ZK262.3"	"Lipase ZK262.3"
"175118_s_at"	"8.62e-01"	"6.22e-01"	"0.67782"	"cct-2"	"T-complex protein 1 subunit beta"
"185728_s_at"	"8.62e-01"	"6.22e-01"	"0.67774"	""	""
"190155_at"	"8.62e-01"	"6.22e-01"	"0.67773"	"ref-2"	"REgulator of Fusion"
"194143_x_at"	"8.62e-01"	"6.22e-01"	"0.67762"	"kin-1"	"cAMP-dependent protein kinase catalytic subunit"
"181823_s_at"	"8.62e-01"	"6.22e-01"	"0.67755"	"toe-2"	"Target Of ERK kinase MPK-1"
"179698_at"	"8.62e-01"	"6.22e-01"	"0.67755"	"marg-1"	"pharyngeal MARGginal cell marker"
"191340_at"	"8.62e-01"	"6.22e-01"	"0.67743"	"sri-39"	"Serpentine Receptor, class I"
"174487_s_at"	"8.62e-01"	"6.22e-01"	"0.67732"	"C41G7.3"	"hypothetical protein"
"177929_s_at"	"8.62e-01"	"6.22e-01"	"0.6773"	"Y69A2AR.11///oac-47"	"pseudo///pseudo"
"173399_s_at"	"8.62e-01"	"6.22e-01"	"0.67719"	"lin-17"	"hypothetical protein"
"178961_at"	"8.62e-01"	"6.22e-01"	"0.67716"	"fbxa-135"	"F-box A protein"
"191121_at"	"8.62e-01"	"6.22e-01"	"0.67709"	"sri-28"	"Serpentine Receptor, class I"
"189222_at"	"8.62e-01"	"6.22e-01"	"0.677"	"srx-9"	"Serpentine Receptor, class X"
"185352_at"	"8.62e-01"	"6.22e-01"	"0.67699"	"dmsr-13"	"DroMyoSuppressin Receptor related"
"179619_at"	"8.62e-01"	"6.22e-01"	"0.67684"	"mrpl-51"	"39S ribosomal protein L51, mitochondrial"
"184702_at"	"8.62e-01"	"6.22e-01"	"0.67675"	"inx-22"	"Innexin"
"192257_s_at"	"8.62e-01"	"6.22e-01"	"0.67665"	"nuo-3"	"NADH Ubiquinone Oxidoreductase"
"176023_at"	"8.62e-01"	"6.22e-01"	"0.67662"	"frpr-19"	"FMRFamide Peptide Receptor family"
"183724_at"	"8.62e-01"	"6.23e-01"	"0.6765"	"Y11D7A.5"	"hypothetical protein"
"174515_at"	"8.62e-01"	"6.23e-01"	"0.67642"	""	""
"190493_at"	"8.62e-01"	"6.23e-01"	"0.67627"	"clec-153"	"C-type LECtin"
"182140_at"	"8.62e-01"	"6.23e-01"	"0.67627"	"F42A6.6"	"hypothetical protein"
"181833_at"	"8.62e-01"	"6.23e-01"	"0.67611"	"K01A2.4"	"hypothetical protein"
"173027_s_at"	"8.63e-01"	"6.23e-01"	"0.67582"	"Y67A10A.9"	"hypothetical protein"
"176281_at"	"8.63e-01"	"6.23e-01"	"0.67564"	"laf-1"	"hypothetical protein"
"185401_at"	"8.63e-01"	"6.23e-01"	"0.67514"	"irld-7"	"Insulin/EGF-Receptor L Domain protein"
"185326_at"	"8.63e-01"	"6.23e-01"	"0.6751"	"rft-2"	"RiboFlavin Transporter"
"184318_at"	"8.63e-01"	"6.23e-01"	"0.67507"	"epg-3"	"Ectopic P granules protein 3"
"178375_at"	"8.63e-01"	"6.23e-01"	"0.67505"	"D1053.2"	"Histone-lysine N-methyltransferase, H3 lysine-79 specific"
"180371_at"	"8.63e-01"	"6.23e-01"	"0.67505"	"F31E8.1"	"hypothetical protein"
"190104_at"	"8.63e-01"	"6.23e-01"	"0.67502"	"cut-4"	"CUTiclin"
"192320_s_at"	"8.63e-01"	"6.23e-01"	"0.67499"	"magi-1"	"MAGI (Membrane Associated Guanylate kinase Inverted) homolog"
"177587_at"	"8.63e-01"	"6.23e-01"	"0.67498"	"oac-15"	"O-ACyltransferase homolog"
"184222_s_at"	"8.63e-01"	"6.24e-01"	"0.67471"	"dct-9"	"Major sperm protein"
"182034_at"	"8.63e-01"	"6.24e-01"	"0.67439"	"ferl-1"	"FER-1 Like"
"173163_s_at"	"8.63e-01"	"6.24e-01"	"0.67436"	"mnk-1"	"MAP kinase iNtegrating Kinase (MNK) homolog"
"190955_s_at"	"8.63e-01"	"6.24e-01"	"0.67434"	"ttr-18"	"TransThyretin-Related family domain"
"190343_at"	"8.63e-01"	"6.24e-01"	"0.67428"	"Y37E11B.1"	"hypothetical protein"
"174096_at"	"8.63e-01"	"6.24e-01"	"0.67415"	"F36D4.5"	"hypothetical protein"
"186716_at"	"8.63e-01"	"6.24e-01"	"0.67413"	"ZK637.4"	"hypothetical protein"
"173434_at"	"8.63e-01"	"6.24e-01"	"0.67412"	"ras-1"	"R-RAS related"
"181235_at"	"8.63e-01"	"6.24e-01"	"0.6741"	""	""
"186852_at"	"8.63e-01"	"6.24e-01"	"0.67387"	"Y39F10A.3"	"hypothetical protein"
"175204_at"	"8.63e-01"	"6.24e-01"	"0.67383"	"ZK829.3"	"hypothetical protein"
"178095_at"	"8.63e-01"	"6.24e-01"	"0.67379"	"orc-5"	"ORC (Origin Recognition Complex) subunit"
"180433_at"	"8.63e-01"	"6.24e-01"	"0.67362"	"K07F5.12"	"hypothetical protein"
"180457_at"	"8.63e-01"	"6.24e-01"	"0.67358"	"dre-1"	"Daf-12, REdundant with"
"180362_at"	"8.63e-01"	"6.24e-01"	"0.67354"	"K06A9.3"	"hypothetical protein"
"189808_at"	"8.63e-01"	"6.24e-01"	"0.67353"	"mgl-3"	"Metabotropic GLutamate receptor family"
"180354_at"	"8.63e-01"	"6.24e-01"	"0.67333"	"clec-140"	"C-type LECtin"
"189930_s_at"	"8.63e-01"	"6.24e-01"	"0.67331"	"ncbp-1"	"Nuclear cap-binding protein subunit 1"
"174569_at"	"8.63e-01"	"6.24e-01"	"0.6733"	"F09E5.16"	"hypothetical protein"
"184785_at"	"8.63e-01"	"6.25e-01"	"0.67301"	"sri-46"	"Serpentine Receptor, class I"
"193733_at"	"8.64e-01"	"6.25e-01"	"0.67274"	"irk-3"	"Inward Rectifying K (potassium) channel family"
"185920_at"	"8.64e-01"	"6.25e-01"	"0.67248"	"yop-1"	"Receptor expression-enhancing protein"
"173829_at"	"8.64e-01"	"6.25e-01"	"0.67233"	"unc-116"	"Kinesin heavy chain"
"179646_at"	"8.64e-01"	"6.25e-01"	"0.67204"	"C18E9.8"	"hypothetical protein"
"173013_at"	"8.64e-01"	"6.25e-01"	"0.67172"	"Y51F10.4"	"hypothetical protein"
"189504_at"	"8.64e-01"	"6.25e-01"	"0.67165"	"C44H9.2"	"pseudo"
"180333_at"	"8.64e-01"	"6.25e-01"	"0.67164"	"T21D9.2"	"hypothetical protein"
"182247_s_at"	"8.64e-01"	"6.26e-01"	"0.67152"	"W02A11.1"	"hypothetical protein"
"184551_at"	"8.64e-01"	"6.26e-01"	"0.67139"	"dpy-14"	"DumPY: shorter than wild-type"
"184022_s_at"	"8.64e-01"	"6.26e-01"	"0.67123"	"C48E7.6"	"hypothetical protein"
"181516_at"	"8.64e-01"	"6.26e-01"	"0.6711"	"C05D2.8"	"hypothetical protein"
"174648_at"	"8.64e-01"	"6.26e-01"	"0.67108"	"rbc-1"	"RaBConnectin related"
"182622_at"	"8.65e-01"	"6.26e-01"	"0.67083"	"ceh-85"	"pseudo"
"177047_at"	"8.65e-01"	"6.26e-01"	"0.67078"	"Y42H9AR.4"	"hypothetical protein"
"193169_at"	"8.65e-01"	"6.26e-01"	"0.67074"	"clec-240"	"C-type LECtin"
"181321_at"	"8.65e-01"	"6.26e-01"	"0.67069"	"T22D1.8"	"hypothetical protein"
"178637_at"	"8.65e-01"	"6.26e-01"	"0.67063"	"srx-49"	"pseudo"
"178109_at"	"8.65e-01"	"6.26e-01"	"0.6706"	"C27H2.2"	"Protein C27H2.2"
"177024_at"	"8.65e-01"	"6.26e-01"	"0.6706"	"col-90"	"Putative cuticle collagen 90"
"177406_at"	"8.65e-01"	"6.26e-01"	"0.67054"	"K05C4.5"	"hypothetical protein"
"188639_at"	"8.65e-01"	"6.26e-01"	"0.67036"	"set-5"	"SET (trithorax/polycomb) domain containing"
"183160_at"	"8.65e-01"	"6.26e-01"	"0.67033"	"C08A9.3"	"hypothetical protein"
"172985_at"	"8.65e-01"	"6.26e-01"	"0.67024"	"cpi-2"	"Cystatin"
"183873_at"	"8.65e-01"	"6.26e-01"	"0.67019"	"F28B3.1"	"Protein F28B3.1"
"175862_at"	"8.65e-01"	"6.26e-01"	"0.67004"	"Y69A2AR.1"	"hypothetical protein"
"176093_at"	"8.65e-01"	"6.27e-01"	"0.66992"	"ZK652.8"	"hypothetical protein"
"188827_at"	"8.65e-01"	"6.27e-01"	"0.66984"	"frm-9"	"FERM domain (protein4.1-ezrin-radixin-moesin) family"
"173520_at"	"8.65e-01"	"6.27e-01"	"0.66972"	"oga-1"	"O-GlcNAc selective N-Acetyl-beta-D-glucosaminidase (O-GlcNAcase)"
"191964_at"	"8.65e-01"	"6.27e-01"	"0.66972"	"gcy-19"	"Receptor-type guanylate cyclase gcy-19"
"171902_x_at"	"8.65e-01"	"6.27e-01"	"0.66966"	"mca-2"	"Calcium-transporting ATPase"
"179385_s_at"	"8.65e-01"	"6.27e-01"	"0.66949"	"F14H3.3"	"hypothetical protein"
"193645_at"	"8.65e-01"	"6.27e-01"	"0.66931"	"let-70"	"Ubiquitin-conjugating enzyme E2 2"
"184215_at"	"8.65e-01"	"6.27e-01"	"0.66927"	"best-21"	"BESTrophin (chloride channel) homolog"
"180584_at"	"8.65e-01"	"6.27e-01"	"0.66925"	"srbc-74"	"pseudo"
"182483_s_at"	"8.65e-01"	"6.27e-01"	"0.66922"	"T20F7.1"	"hypothetical protein"
"182607_at"	"8.65e-01"	"6.27e-01"	"0.66918"	""	""
"183606_at"	"8.65e-01"	"6.27e-01"	"0.66914"	"lgc-6"	"Ligand-Gated ion Channel"
"185378_at"	"8.65e-01"	"6.27e-01"	"0.66913"	"Y57A10B.7"	"hypothetical protein"
"179631_at"	"8.65e-01"	"6.27e-01"	"0.6691"	"srz-66"	"Serpentine Receptor, class Z"
"190946_at"	"8.65e-01"	"6.27e-01"	"0.66877"	"ceh-39"	"Homeobox protein ceh-39"
"186219_at"	"8.65e-01"	"6.27e-01"	"0.66875"	"srz-78"	"Serpentine Receptor, class Z"
"183690_at"	"8.65e-01"	"6.27e-01"	"0.66862"	"C08F11.7"	"hypothetical protein"
"181279_at"	"8.65e-01"	"6.27e-01"	"0.66862"	"srab-20"	"Serpentine Receptor, class AB (class A-like)"
"182458_at"	"8.65e-01"	"6.28e-01"	"0.66835"	"F41F3.1"	"hypothetical protein"
"178733_at"	"8.65e-01"	"6.28e-01"	"0.66829"	"R07B7.2"	"hypothetical protein"
"182490_at"	"8.65e-01"	"6.28e-01"	"0.66814"	"ZK470.6"	"hypothetical protein"
"180448_s_at"	"8.65e-01"	"6.28e-01"	"0.66808"	"T04C12.11///T04C12.1"	"hypothetical protein///hypothetical protein"
"177113_at"	"8.65e-01"	"6.28e-01"	"0.66791"	"pqn-26"	"Prion-like-(Q/N-rich)-domain-bearing protein"
"180539_at"	"8.65e-01"	"6.28e-01"	"0.6678"	"C02H6.1"	"hypothetical protein"
"185398_at"	"8.65e-01"	"6.28e-01"	"0.66764"	"pqn-31"	"Prion-like-(Q/N-rich)-domain-bearing protein"
"192348_s_at"	"8.65e-01"	"6.28e-01"	"0.66755"	"fnta-1"	"FarNesylTransferase, Alpha subunit"
"185063_at"	"8.65e-01"	"6.28e-01"	"0.66753"	"fbxa-150"	"F-box A protein"
"185157_at"	"8.65e-01"	"6.28e-01"	"0.6675"	"osm-12"	"Bardet-Biedl syndrome 7 protein homolog"
"186439_at"	"8.65e-01"	"6.28e-01"	"0.66744"	"C01B12.8"	"hypothetical protein"
"172427_x_at"	"8.65e-01"	"6.28e-01"	"0.66732"	"nlp-28"	"QWGYGGY-amide"
"177053_at"	"8.66e-01"	"6.28e-01"	"0.66711"	"Y42H9AR.2"	"hypothetical protein"
"175058_at"	"8.66e-01"	"6.28e-01"	"0.66708"	"arf-3"	"ADP-Ribosylation Factor related"
"187448_at"	"8.66e-01"	"6.28e-01"	"0.667"	"trpp-3"	"Trafficking protein particle complex subunit 3 homolog"
"174561_at"	"8.66e-01"	"6.28e-01"	"0.66685"	"rbr-2"	"Lysine-specific demethylase rbr-2"
"189733_at"	"8.66e-01"	"6.28e-01"	"0.66676"	"gen-1"	"GEN1 Holliday junction resolvase homolog"
"193877_at"	"8.66e-01"	"6.28e-01"	"0.66676"	"clec-38"	"C-type LECtin"
"179808_at"	"8.66e-01"	"6.29e-01"	"0.66666"	"F42C5.6"	"hypothetical protein"
"192386_s_at"	"8.66e-01"	"6.29e-01"	"0.66663"	"gar-3"	"Muscarinic acetylcholine receptor gar-3"
"194004_at"	"8.66e-01"	"6.29e-01"	"0.66655"	"snf-10"	"Transporter"
"181085_at"	"8.66e-01"	"6.29e-01"	"0.66624"	"ilys-1"	"Invertebrate LYSozyme"
"190606_at"	"8.66e-01"	"6.29e-01"	"0.66589"	"cdc-7"	"Cell Division Cycle related"
"177423_at"	"8.66e-01"	"6.29e-01"	"0.66573"	"rgs-9"	"Regulator of G-protein signaling rgs-9"
"180737_at"	"8.66e-01"	"6.29e-01"	"0.6657"	"C31B8.1"	"hypothetical protein"
"193550_s_at"	"8.66e-01"	"6.29e-01"	"0.66556"	"F53F4.10"	"Probable NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
"181409_at"	"8.66e-01"	"6.29e-01"	"0.66544"	"F41E6.8"	"hypothetical protein"
"187389_s_at"	"8.66e-01"	"6.29e-01"	"0.66541"	"Y55F3AM.3"	"hypothetical protein"
"177094_s_at"	"8.66e-01"	"6.29e-01"	"0.66529"	"clec-73"	"C-type LECtin"
"191905_at"	"8.66e-01"	"6.29e-01"	"0.66528"	"C36B1.14///rpb-3"	"hypothetical protein///RNA Polymerase II (B) subunit"
"182997_s_at"	"8.66e-01"	"6.29e-01"	"0.66524"	"F32B5.7"	"hypothetical protein"
"184827_at"	"8.66e-01"	"6.29e-01"	"0.66516"	"srbc-8"	"Serpentine Receptor, class BC (class B-like)"
"181128_at"	"8.66e-01"	"6.30e-01"	"0.66494"	"crh-1"	"CREB Homolog"
"187033_at"	"8.66e-01"	"6.30e-01"	"0.66493"	"F54D1.6"	"hypothetical protein"
"185683_at"	"8.66e-01"	"6.30e-01"	"0.66492"	"Y67A10A.9"	"hypothetical protein"
"182836_at"	"8.66e-01"	"6.30e-01"	"0.66492"	"C29G2.6"	"hypothetical protein"
"190447_at"	"8.66e-01"	"6.30e-01"	"0.66479"	"Y14H12B.1"	"hypothetical protein"
"173499_s_at"	"8.66e-01"	"6.30e-01"	"0.6647"	"cpna-2"	"Copine family protein 2"
"182664_at"	"8.66e-01"	"6.30e-01"	"0.6647"	"F09F9.5"	"hypothetical protein"
"172097_x_at"	"8.66e-01"	"6.30e-01"	"0.66464"	""	""
"180343_at"	"8.66e-01"	"6.30e-01"	"0.66461"	"B0496.1"	"hypothetical protein"
"187221_at"	"8.66e-01"	"6.30e-01"	"0.66442"	"F34H10.4"	"hypothetical protein"
"172031_x_at"	"8.66e-01"	"6.30e-01"	"0.66436"	"etr-1"	"ELAV-Type RNA binding-protein family"
"178610_at"	"8.66e-01"	"6.30e-01"	"0.66424"	"clec-114"	"C-type LECtin"
"178692_at"	"8.66e-01"	"6.30e-01"	"0.66424"	"F54D5.2"	"hypothetical protein"
"179038_at"	"8.66e-01"	"6.30e-01"	"0.66423"	"F26A3.5"	"hypothetical protein"
"172827_x_at"	"8.66e-01"	"6.30e-01"	"0.66419"	""	""
"173918_s_at"	"8.66e-01"	"6.30e-01"	"0.66411"	"C36B7.5"	"hypothetical protein"
"177910_at"	"8.66e-01"	"6.30e-01"	"0.664"	"C54G4.3"	"hypothetical protein"
"185065_at"	"8.66e-01"	"6.30e-01"	"0.66396"	"F26D11.13"	"hypothetical protein"
"183326_at"	"8.66e-01"	"6.30e-01"	"0.66383"	"C30E1.8"	"hypothetical protein"
"185050_at"	"8.66e-01"	"6.30e-01"	"0.66372"	"srx-123"	"pseudo"
"182104_at"	"8.66e-01"	"6.30e-01"	"0.66366"	"ZK1025.3"	"hypothetical protein"
"190054_at"	"8.66e-01"	"6.30e-01"	"0.6636"	""	""
"180733_at"	"8.66e-01"	"6.30e-01"	"0.66357"	"F52H2.3"	"hypothetical protein"
